Daily Time Spent on Site,Age,Area Income,Daily Internet Usage,Ad Topic Line,City,Gender,Country,Timestamp
55.6,29.0,44490.09,238.63,Reduced holistic help-desk,West Shannon,Male,Kuwait,2016-07-15 15:43:36
56.56,28.0,67033.34,172.81,Inverse local hub,Lake Adrian,Female,Poland,2016-01-06 13:20:01
67.76,44.0,27073.27,182.2,Customizable holistic archive,East Jessefort,Male,Ethiopia,2016-06-29 21:39:42
72.6,26.0,56782.18,201.15,Expanded clear-thinking core,Kristinfurt,Female,Benin,2016-03-10 23:26:54
62.26,38.0,63450.96,159.77,Reduced background data-warehouse,Port Mathew,Female,Vietnam,2016-01-05 20:58:42
41.73,25.0,60805.93,141.89,De-engineered tertiary secured line,Joechester,Male,Timor-Leste,2016-05-30 21:22:22
44.16,30.0,55336.18,162.05,Stand-alone national attitude,West David,Male,United States Minor Outlying Islands,2016-06-03 21:43:21
47.23,24.0,64008.55,195.69,Profit-focused secondary portal,West Michaelport,Female,Bahamas,2016-06-24 21:09:58
37.87,29.0,72209.99,238.63,Function-based fault-tolerant model,Kristinfurt,Male,Kuwait,2016-03-15 14:06:17
75.84,44.0,75535.14,258.26,Visionary multi-tasking alliance,Port Joshuafort,Male,Netherlands Antilles,2016-05-13 11:51:10
37.65,36.0,73207.15,136.64,Centralized asynchronous portal,Lake Kurtmouth,Female,Czech Republic,2016-02-06 23:08:57
80.99,43.0,72683.35,148.93,Polarized 6thgeneration info-mediaries,Suzannetown,Male,South Africa,2016-07-16 10:14:04
68.18,40.0,47357.39,162.43,Seamless intangible secured line,Ashleymouth,Female,Bolivia,2016-04-27 04:28:17
41.73,44.0,45716.48,141.89,Synchronized human-resource moderator,Rhondaborough,Female,Timor-Leste,2016-02-24 07:13:00
46.28,26.0,33987.27,182.65,Expanded clear-thinking core,Lake Jonathanview,Female,Uruguay,2016-03-18 13:00:12
34.3,29.0,58909.36,166.86,Pre-emptive systematic budgetary management,East Heidi,Female,Hong Kong,2016-06-20 08:34:46
39.85,58.0,58820.16,183.85,Centralized asynchronous portal,Port Jennifer,Female,Australia,2016-03-25 15:17:39
72.6,26.0,72683.35,182.65,Business-focused responsive website,Tranland,Male,Fiji,2016-04-18 21:07:28
75.55,36.0,79332.33,136.64,Expanded radical software,South Corey,Male,Saint Helena,2016-04-28 22:54:37
78.76,35.0,39699.13,219.91,Managed disintermediate matrices,North Kennethside,Male,Niger,2016-01-05 04:18:46
50.08,40.0,62204.93,186.37,Seamless intangible secured line,Bakerhaven,Male,Bulgaria,2016-01-02 14:36:03
43.49,45.0,46179.97,149.67,Enterprise-wide foreground emulation,Kylieview,Male,Saint Helena,2016-07-11 13:23:37
76.44,58.0,51510.18,132.27,Extended interactive model,Rhondaborough,Female,Australia,2016-05-10 04:28:55
50.08,20.0,53336.76,142.23,Managed impactful definition,Perryburgh,Male,Czech Republic,2016-04-08 22:40:55
65.1,40.0,64147.86,162.43,Seamless intangible secured line,Bakerhaven,Female,Bahamas,2016-04-27 04:28:17
86.06,32.0,60188.38,219.98,Proactive client-server productivity,New Denisebury,Male,Trinidad and Tobago,2016-02-15 07:27:41
84.0,31.0,59422.47,222.91,Ameliorated local workforce,Lake Danielle,Male,Liberia,2016-05-27 05:23:26
66.0,39.0,47929.83,159.05,Organic contextually-based focus group,Hannahside,Male,Kenya,2016-02-04 02:13:52
86.06,40.0,62204.93,131.55,Seamless intangible secured line,Bakerhaven,Male,Bolivia,2016-06-30 00:40:31
42.44,37.0,57877.15,183.85,Extended interactive model,West Tinashire,Female,Liberia,2016-05-10 04:28:55
72.03,31.0,43881.73,228.78,Focused multi-state workforce,Davieshaven,Female,Hong Kong,2016-04-06 11:24:21
47.23,24.0,25603.93,178.75,Adaptive uniform capability,Kennedyfurt,Male,Algeria,2016-06-24 21:09:58
58.6,22.0,57877.15,182.65,Business-focused value-added definition,Hartport,Female,Cyprus,2016-01-05 17:56:52
51.95,47.0,70495.64,207.96,Proactive local focus group,Perezland,Female,Myanmar,2016-04-27 04:28:17
78.67,29.0,60575.99,166.86,Quality-focused hybrid frame,Port Sarahhaven,Female,Hong Kong,2016-04-07 03:56:16
69.86,32.0,60188.38,229.88,Proactive client-server productivity,New Denisebury,Male,Turkmenistan,2016-03-30 20:23:48
44.11,38.0,73207.15,154.75,Enterprise-wide bi-directional secured line,North Ricardotown,Female,Cyprus,2016-06-18 17:56:32
79.57,34.0,77220.42,122.31,Vision-oriented methodical support,New Teresa,Male,Switzerland,2016-02-16 07:37:28
54.37,43.0,45522.44,119.3,Reverse-engineered well-modulated capability,Lake Dustin,Female,Barbados,2016-07-14 12:07:10
72.03,35.0,39699.13,148.93,Balanced 4thgeneration success,North Kennethside,Male,Grenada,2016-03-30 01:05:34
51.63,49.0,59448.44,218.61,Configurable interactive contingency,New Sheila,Male,Qatar,2016-06-01 03:44:42
73.95,50.0,65791.17,140.39,Enterprise-wide foreground emulation,Morganport,Female,Micronesia,2016-04-18 03:41:56
75.55,36.0,69874.18,136.64,Ergonomic multi-state structure,Garciaside,Male,Saint Helena,2016-04-28 22:54:37
75.55,36.0,57846.68,202.25,Expanded radical software,Garciaside,Female,Svalbard & Jan Mayen Islands,2016-03-08 05:48:20
80.99,26.0,72683.35,182.65,Persistent even-keeled application,Tranland,Male,Ukraine,2016-04-04 18:36:59
43.83,45.0,40478.83,136.64,Phased full-range hardware,Mariemouth,Male,Czech Republic,2016-07-11 13:23:37
60.7,40.0,55605.92,182.11,Seamless intangible secured line,Perezland,Female,Bahamas,2016-06-09 21:43:05
41.73,44.0,45716.48,141.89,Compatible systemic function,Port Joshuafort,Male,Fiji,2016-01-26 03:56:18
50.18,32.0,60188.38,219.98,Proactive client-server productivity,New Denisebury,Male,United States Minor Outlying Islands,2016-02-11 17:02:07
56.56,25.0,63102.19,119.3,Quality-focused hybrid frame,Rivasland,Female,New Zealand,2016-05-03 01:09:01
56.2,31.0,38427.66,246.29,Up-sized asymmetric firmware,Davieshaven,Female,Hong Kong,2016-04-16 08:36:08
76.44,28.0,40478.83,141.89,Balanced contextually-based pricing structure,Joechester,Male,Christmas Island,2016-02-03 23:47:56
44.11,38.0,63336.85,204.22,Assimilated homogeneous service-desk,North Garyhaven,Male,Cameroon,2016-04-18 03:41:56
41.49,52.0,51600.47,176.7,Enhanced optimizing website,Ryanhaven,Male,Cayman Islands,2016-04-13 13:04:47
78.79,30.0,57594.7,136.4,Sharable grid-enabled matrix,Michaelmouth,Male,Tokelau,2016-02-11 17:02:07
77.88,30.0,79484.8,186.98,Universal incremental array,South Blakestad,Female,Bolivia,2016-02-04 03:10:17
80.23,32.0,43299.63,219.98,Proactive client-server productivity,New Denisebury,Male,Turkmenistan,2016-04-18 00:49:33
59.05,29.0,60575.99,166.86,Quality-focused hybrid frame,West Dannyberg,Female,Hong Kong,2016-04-07 03:56:16
37.65,36.0,57846.68,150.77,Centralized asynchronous portal,Garciaside,Female,Svalbard & Jan Mayen Islands,2016-04-28 22:54:37
37.65,38.0,47682.28,120.63,Up-sized asymmetric firmware,West Justin,Female,France,2016-01-05 20:58:42
83.91,47.0,65963.37,123.8,Innovative interactive portal,Port Joshuafort,Female,Fiji,2016-04-25 07:30:21
79.97,44.0,45716.48,141.89,Compatible systemic function,North Debra,Female,Fiji,2016-02-03 23:47:56
44.11,38.0,62792.43,154.75,Switchable 3rdgeneration hub,Johnstonshire,Male,Cayman Islands,2016-03-19 14:57:00
75.84,44.0,27073.27,182.2,Visionary multi-tasking alliance,Ryanhaven,Male,Cayman Islands,2016-02-17 13:16:33
43.01,22.0,28210.03,217.37,Right-sized transitional parallelism,Hartport,Female,Eritrea,2016-01-05 17:56:52
79.54,29.0,60575.99,238.63,Managed 5thgeneration time-frame,Johnstonmouth,Female,Hong Kong,2016-04-07 03:56:16
76.44,28.0,45716.48,200.28,Compatible systemic function,New Darlene,Female,Peru,2016-02-03 23:47:56
59.05,29.0,63450.96,228.78,Quality-focused hybrid frame,Johnstonmouth,Female,Hong Kong,2016-04-07 03:56:16
74.87,33.0,23942.61,210.53,Reactive impactful challenge,Sylviaview,Female,Senegal,2016-05-20 00:00:48
76.44,37.0,45716.48,196.83,Adaptive asynchronous attitude,Lake Matthew,Female,Syrian Arab Republic,2016-02-03 23:47:56
55.6,29.0,66574.0,165.62,Automated full-range Internet solution,West Kevinfurt,Male,Cameroon,2016-07-15 15:43:36
46.61,37.0,71455.62,119.3,Centralized tertiary pricing structure,Rivasland,Female,Saint Barthelemy,2016-07-17 01:13:56
41.49,32.0,76893.84,113.8,Optimized coherent Internet solution,New Denisebury,Male,Turkmenistan,2016-04-28 22:54:37
68.18,33.0,23942.61,210.53,Reactive impactful challenge,Blairville,Female,Samoa,2016-03-07 22:32:15
44.11,38.0,63336.85,121.24,Assimilated next generation firmware,Loriville,Male,Faroe Islands,2016-04-12 12:35:39
72.6,57.0,43450.11,142.21,Triple-buffered demand-driven alliance,New Teresa,Male,Ukraine,2016-05-30 18:08:19
62.42,34.0,37838.72,158.81,De-engineered mobile infrastructure,Valerieland,Female,Austria,2016-04-15 14:45:48
51.95,33.0,23942.61,210.53,Reactive impactful challenge,East Aaron,Female,Samoa,2016-03-07 22:32:15
48.22,30.0,70592.81,154.02,Customer-focused upward-trending contingency,New Denisebury,Female,Bolivia,2016-02-04 03:10:17
69.57,31.0,43881.73,223.28,Reactive tangible contingency,East Debraborough,Female,Finland,2016-06-05 00:29:13
75.84,52.0,23821.72,207.96,Progressive clear-thinking open architecture,East Jessefort,Female,Uganda,2016-03-21 11:02:49
75.84,44.0,37345.34,200.28,Optional tangible productivity,East Jessefort,Female,Ethiopia,2016-06-20 08:22:09
55.39,24.0,55605.92,204.79,Robust dedicated system engine,Kennedyfurt,Male,Australia,2016-04-29 18:53:43
68.18,40.0,56435.6,162.43,Seamless intangible secured line,Jacobstad,Female,Rwanda,2016-04-27 04:28:17
76.2,24.0,68962.32,195.69,Profit-focused secondary portal,West Michaelport,Female,Austria,2016-06-24 21:09:58
64.24,32.0,60188.38,229.88,Horizontal high-level concept,New Denisebury,Male,Grenada,2016-05-28 12:20:15
62.26,47.0,55993.68,141.89,Innovative interactive portal,East Lindsey,Female,Cote d'Ivoire,2016-02-10 20:43:38
54.97,32.0,50628.31,149.67,Proactive client-server productivity,New Denisebury,Male,Grenada,2016-03-30 20:23:48
77.5,44.0,65576.05,200.28,Universal incremental array,Shelbyport,Female,Sao Tome and Principe,2016-02-03 23:47:56
73.18,35.0,23942.61,148.61,Phased zero-defect portal,Curtisport,Female,Lithuania,2016-02-28 03:34:35
72.6,28.0,45716.48,196.83,Compatible systemic function,New Darlene,Female,Poland,2016-02-03 23:47:56
60.23,33.0,70203.74,210.53,Polarized tangible collaboration,East Aaron,Female,Senegal,2016-06-19 23:21:38
46.28,25.0,63102.19,241.36,Quality-focused hybrid frame,West Wendyland,Male,Marshall Islands,2016-03-24 06:36:52
51.95,33.0,55605.92,210.53,Polarized tangible collaboration,West Rhondamouth,Female,Senegal,2016-06-19 23:21:38
80.09,49.0,65576.05,218.61,Centralized neutral neural-net,Contrerasshire,Female,Qatar,2016-04-10 00:13:47
46.28,41.0,25739.09,152.49,Focused high-level conglomeration,Robertfurt,Male,Faroe Islands,2016-06-16 18:04:51
37.0,31.0,69874.18,212.67,Cloned optimal leverage,Port Kathleenfort,Male,France,2016-06-20 02:25:12
35.76,27.0,64008.55,239.22,Business-focused value-added definition,North Derekville,Female,Bahamas,2016-01-19 12:18:13
78.84,44.0,45716.48,141.89,Cross-group human-resource time-frame,Rhondaborough,Male,Afghanistan,2016-06-17 09:58:46
55.6,26.0,72683.35,182.65,Business-focused responsive website,East Stephen,Male,Niger,2016-04-18 21:07:28
44.11,29.0,40478.83,238.63,Switchable 3rdgeneration hub,Jacksonburgh,Male,Tokelau,2016-07-15 15:43:36
58.6,38.0,62792.43,120.63,Enterprise-wide bi-directional secured line,West Justin,Female,Cyprus,2016-01-05 20:58:42
79.82,51.0,66359.32,111.8,De-engineered mobile infrastructure,Rivasland,Female,Chile,2016-05-03 01:09:01
41.73,52.0,27073.27,176.7,Enhanced optimizing website,Jeffreyshire,Male,Turkmenistan,2016-05-25 20:10:02
39.85,42.0,59419.78,123.28,Cross-group human-resource time-frame,Port Beth,Male,Faroe Islands,2016-04-21 12:34:28
56.2,40.0,66784.81,201.29,Managed impactful definition,Bakerhaven,Male,Russian Federation,2016-04-08 22:40:55
58.6,35.0,77871.75,127.2,Phased zero-defect portal,Dustinchester,Female,Maldives,2016-02-28 03:34:35
37.68,37.0,57587.0,222.91,Enterprise-wide tangible model,Lisafort,Male,Wallis and Futuna,2016-03-31 13:54:51
68.41,39.0,46239.14,119.03,De-engineered tertiary secured line,North April,Female,China,2016-01-13 20:38:35
88.89,35.0,65791.17,119.3,Cross-platform multimedia algorithm,North Kennethside,Male,Niger,2016-03-18 13:22:35
47.23,33.0,63296.87,210.53,Optimized coherent Internet solution,North Elizabeth,Male,France,2016-04-21 20:29:35
76.44,41.0,71455.62,108.1,Managed well-modulated collaboration,Alanview,Female,Austria,2016-02-09 22:04:54
79.57,42.0,69456.83,242.37,Cross-group human-resource time-frame,Port Beth,Male,Faroe Islands,2016-04-21 12:34:28
78.84,41.0,53575.48,176.7,Enhanced optimizing website,North Jenniferburgh,Male,Marshall Islands,2016-03-27 23:59:06
47.23,34.0,62722.57,221.53,Vision-oriented methodical support,Edwardsport,Male,Micronesia,2016-01-05 04:18:46
37.65,27.0,48761.14,209.25,Virtual scalable secured line,Paulshire,Male,Bahrain,2016-04-17 06:58:18
80.38,43.0,51636.92,123.13,Enterprise-wide incremental Internet solution,Jamesmouth,Male,South Africa,2016-06-18 01:42:37
37.65,32.0,67430.96,108.17,Up-sized real-time methodology,New Denisebury,Female,Serbia,2016-07-06 23:09:07
68.95,35.0,59550.05,148.61,Reactive impactful challenge,Phillipsbury,Female,Micronesia,2016-04-24 01:48:21
60.7,33.0,63296.87,210.53,Optimized coherent Internet solution,North Elizabeth,Male,Guam,2016-02-26 23:44:44
42.44,23.0,52691.79,151.95,Front-line multi-state hub,West Joseph,Female,Barbados,2016-06-09 19:32:27
55.39,27.0,48761.14,209.25,Multi-tiered mobile encoding,Laurieside,Male,Cayman Islands,2016-02-04 02:13:52
64.1,32.0,65791.17,198.45,Optimized coherent Internet solution,New Denisebury,Male,Turkmenistan,2016-07-06 23:09:07
76.44,28.0,45716.48,196.83,Compatible systemic function,Lake Adrian,Female,Poland,2016-02-03 23:47:56
79.36,34.0,54324.73,122.31,Vision-oriented methodical support,Jeremyshire,Male,Congo,2016-02-16 07:37:28
80.38,33.0,63296.87,218.17,Focused multimedia implementation,New Tammy,Male,Senegal,2016-05-28 12:38:37
39.85,51.0,67744.56,183.85,Managed well-modulated collaboration,New Karenberg,Female,Faroe Islands,2016-03-16 07:59:37
50.63,45.0,40478.83,230.87,Enterprise-wide foreground emulation,Ryanhaven,Male,Cape Verde,2016-07-11 13:23:37
74.87,33.0,47357.39,210.53,Seamless intangible secured line,Sylviaview,Female,Mongolia,2016-06-09 21:43:05
82.79,29.0,60575.99,228.78,Quality-focused hybrid frame,Johnstonmouth,Female,Hong Kong,2016-04-07 03:56:16
47.23,27.0,64008.55,239.22,Business-focused encompassing neural-net,Lisamouth,Female,Anguilla,2016-01-19 12:18:13
42.44,22.0,62060.11,158.56,Compatible intermediate concept,Rhondaborough,Female,Eritrea,2016-02-24 07:13:00
76.2,29.0,60575.99,166.86,Quality-focused hybrid frame,East Heidi,Female,Hong Kong,2016-04-07 03:56:16
46.28,26.0,56605.12,182.65,Ameliorated local workforce,Bradleyborough,Male,Cuba,2016-04-18 21:07:28
68.25,21.0,48376.14,235.78,Public-key disintermediate emulation,Bradshawborough,Male,Bosnia and Herzegovina,2016-02-09 22:04:54
79.54,29.0,44490.09,238.63,Automated full-range Internet solution,West Kevinfurt,Male,Burundi,2016-07-15 15:43:36
72.6,50.0,76560.59,175.37,Enterprise-wide foreground emulation,Danielview,Female,Barbados,2016-02-01 20:30:35
76.44,41.0,25739.09,109.34,Triple-buffered demand-driven alliance,Loriville,Male,Turkmenistan,2016-07-11 09:32:53
41.49,45.0,39939.39,136.64,Multi-tiered multi-state moderator,Kylieview,Male,Saint Helena,2016-02-01 09:00:55
48.22,30.0,76560.59,154.02,Expanded clear-thinking core,New Tyler,Female,Bolivia,2016-02-04 03:10:17
66.4,43.0,28186.65,145.96,Sharable multimedia conglomeration,Haleview,Female,Barbados,2016-07-03 04:11:40
66.4,40.0,37908.29,162.43,Integrated client-server definition,Timothytown,Female,Bahamas,2016-04-27 04:28:17
73.89,38.0,73207.15,154.75,Enterprise-wide bi-directional secured line,West Justin,Female,Liberia,2016-03-19 14:57:00
55.39,24.0,68962.32,195.69,Profit-focused secondary portal,West Michaelport,Female,Austria,2016-06-24 21:09:58
48.22,33.0,47357.39,210.53,Polarized tangible collaboration,Richardshire,Female,Bulgaria,2016-06-14 19:48:34
56.14,49.0,65576.05,243.37,Centralized neutral neural-net,South Blakestad,Female,Qatar,2016-04-10 00:13:47
41.73,42.0,59419.78,160.49,Public-key disintermediate emulation,East Tammie,Male,Faroe Islands,2016-04-21 12:34:28
75.55,36.0,79332.33,136.64,Cloned optimal leverage,South Corey,Male,Saint Helena,2016-07-11 13:23:37
56.2,33.0,70203.74,210.53,Seamless intangible secured line,Taylormouth,Female,Senegal,2016-06-28 12:51:02
37.65,45.0,59550.05,258.06,User-centric solution-oriented emulation,Brownview,Female,Czech Republic,2016-05-05 11:09:29
60.7,35.0,23942.61,127.2,Exclusive multi-state Internet solution,North Kennethside,Female,Micronesia,2016-04-25 03:18:45
67.76,33.0,62060.11,109.22,Polarized tangible collaboration,Jacobstad,Female,Senegal,2016-03-07 22:32:15
60.53,26.0,73049.3,123.24,Expanded clear-thinking core,Kristinfurt,Female,Benin,2016-01-28 16:42:36
79.57,45.0,40478.83,199.29,Compatible intangible customer loyalty,Greentown,Male,Luxembourg,2016-06-03 21:43:21
46.28,37.0,71455.62,253.17,Quality-focused hybrid frame,East Toddfort,Female,Guinea,2016-05-03 01:09:01
80.49,40.0,66784.81,222.08,Managed impactful definition,Bakerhaven,Male,Rwanda,2016-06-09 21:43:05
85.84,32.0,60188.38,219.98,Horizontal high-level concept,New Denisebury,Male,Uruguay,2016-03-30 20:23:48
72.6,26.0,72683.35,223.16,Secured intermediate approach,New Sonialand,Male,Fiji,2016-04-04 18:36:59
75.55,36.0,67132.46,136.64,Expanded radical software,Garciaside,Male,Saint Helena,2016-04-28 22:54:37
46.28,25.0,57877.15,195.89,Quality-focused hybrid frame,Erikville,Male,Liechtenstein,2016-03-24 06:36:52
76.44,28.0,45716.48,196.83,Compatible systemic function,East Heatherside,Female,Montserrat,2016-02-03 23:47:56
77.44,27.0,48761.14,191.14,Cloned optimal leverage,Hannahside,Male,Tokelau,2016-02-04 02:13:52
66.8,41.0,64698.58,172.83,Phased full-range hardware,New Karenberg,Female,Faroe Islands,2016-02-26 06:00:16
46.28,44.0,45716.48,141.89,Monitored real-time superstructure,Port Joshuafort,Male,Fiji,2016-02-06 17:48:28
47.23,49.0,65576.05,216.03,Universal incremental array,East Heatherside,Female,Qatar,2016-06-20 02:25:12
79.36,35.0,39699.13,148.93,Profound optimizing utilization,North Kennethside,Male,Senegal,2016-06-28 09:19:06
69.57,31.0,55411.06,119.03,Fully-configurable incremental Graphical User Interface,Davieshaven,Female,Hong Kong,2016-04-16 08:36:08
66.17,30.0,43299.63,123.51,Stand-alone national attitude,Michaelmouth,Male,Tajikistan,2016-03-06 06:51:23
67.69,52.0,66187.58,258.26,Intuitive explicit conglomeration,East Jessefort,Female,Bulgaria,2016-01-21 04:30:43
46.28,28.0,45716.48,172.81,Inverse local hub,Shelbyport,Female,Poland,2016-02-03 23:47:56
58.6,50.0,50960.08,127.2,Enterprise-wide foreground emulation,Morganport,Female,Micronesia,2016-03-09 14:57:11
53.38,33.0,63296.87,178.75,Optimized coherent Internet solution,New Tammy,Male,Bulgaria,2016-02-26 23:44:44
78.79,32.0,60188.38,229.88,Optimized coherent Internet solution,New Denisebury,Male,Cameroon,2016-03-17 22:24:02
69.78,42.0,59419.78,116.53,De-engineered mobile infrastructure,Port Beth,Male,Tunisia,2016-07-05 22:33:48
